Models,P3_1 IAA,P3_1 HS,P3_2 IAA,P3_2 HS,P3_3 IAA,P3_3 HS,P3_4 IAA,P3_4 HS,P3_5 IAA,P3_5 HS,P3_6 IAA,P3_6 HS,P3_7 IAA,P3_7 HS,P3_8 IAA,P3_8 HS,P3_9 IAA,P3_9 HS,P3_10 IAA,P3_10 HS,P3_11 IAA,P3_11 HS,P3_12 IAA,P3_12 HS,P3_13 IAA,P3_13 HS,P3_14 IAA,P3_14 HS,P3_15 IAA,P3_15 HS,P3_16 IAA,P3_16 HS,P3_17 IAA,P3_17 HS,P3_18 IAA,P3_18 HS,P3_19 IAA,P3_19 HS,P3_20 IAA,P3_20 HS,P3_21 IAA,P3_21 HS,P3_22 IAA,P3_22 HS,P3_23 IAA,P3_23 HS
1,0.0002891452722961,0.0012658227848101,0.0002891452722961,0.0012658227848101,0.007077658133067,0.0063291139240506,0.0331148211728501,0.0158227848101265,0.0253858615349009,0.0126582278481012,0.0253858615349009,0.0126582278481012,0.0300245741343445,0.0145569620253164,0.0269325449305906,0.0132911392405063,0.0104660361625246,0.0088607594936708,-0.0012656397550121,0.000632911392405,0.002131967922357,0.0031645569620253,0.029730348525374,0.0259493670886075,0.0312717386674994,0.0265822784810126,0.0158123055097116,0.0075949367088607,0.0244015281872972,0.0145569620253164,0.0366024673826218,0.0253164556962025,0.0208898641127497,0.0177215189873417,0.0051228522673432,0.010126582278481,0.0042608571632317,0.0063291139240506,0.0039731934274679,0.0050632911392405,0.0024202883300011,0.0044303797468354,0.0024202883300011,0.0044303797468354,0.00454835478593163,0.007594936708860759
