Model,PA_base Hal,PA_base F1,PA_base IAA,PA_base HS,PA_1 Hal,PA_1 F1,PA_1 IAA,PA_1 HS,PA_2 Hal,PA_2 F1,PA_2 IAA,PA_2 HS,PA_3 Hal,PA_3 F1,PA_3 IAA,PA_3 HS,PA_4 Hal,PA_4 F1,PA_4 IAA,PA_4 HS,PA_5 Hal,PA_5 F1,PA_5 IAA,PA_5 HS,PA_6 Hal,PA_6 F1,PA_6 IAA,PA_6 HS,PA_7 Hal,PA_7 F1,PA_7 IAA,PA_7 HS,PA_8 Hal,PA_8 F1,PA_8 IAA,PA_8 HS,PA_9 Hal,PA_9 F1,PA_9 IAA,PA_9 HS,PF_base Hal,PF_base F1,PF_base IAA,PF_base HS,PF_1 Hal,PF_1 F1,PF_1 IAA,PF_1 HS,PF_2 Hal,PF_2 F1,PF_2 IAA,PF_2 HS,PF_3 Hal,PF_3 F1,PF_3 IAA,PF_3 HS,PF_4 Hal,PF_4 F1,PF_4 IAA,PF_4 HS,PF_5 Hal,PF_5 F1,PF_5 IAA,PF_5 HS,PF_6 Hal,PF_6 F1,PF_6 IAA,PF_6 HS,PF_7 Hal,PF_7 F1,PF_7 IAA,PF_7 HS,PF_8 Hal,PF_8 F1,PF_8 IAA,PF_8 HS,PF_9 Hal,PF_9 F1,PF_9 IAA,PF_9 HS,PG_base Hal,PG_base F1,PG_base IAA,PG_base HS,PG_1 Hal,PG_1 F1,PG_1 IAA,PG_1 HS,PG_2 Hal,PG_2 F1,PG_2 IAA,PG_2 HS,PG_3 Hal,PG_3 F1,PG_3 IAA,PG_3 HS,PG_4 Hal,PG_4 F1,PG_4 IAA,PG_4 HS,PG_5 Hal,PG_5 F1,PG_5 IAA,PG_5 HS,PG_6 Hal,PG_6 F1,PG_6 IAA,PG_6 HS,PG_7 Hal,PG_7 F1,PG_7 IAA,PG_7 HS,PG_8 Hal,PG_8 F1,PG_8 IAA,PG_8 HS,PG_9 Hal,PG_9 F1,PG_9 IAA,PG_9 HS,PH_base Hal,PH_base F1,PH_base IAA,PH_base HS,PH_1 Hal,PH_1 F1,PH_1 IAA,PH_1 HS,PH_2 Hal,PH_2 F1,PH_2 IAA,PH_2 HS,PH_3 Hal,PH_3 F1,PH_3 IAA,PH_3 HS,PH_4 Hal,PH_4 F1,PH_4 IAA,PH_4 HS,PH_5 Hal,PH_5 F1,PH_5 IAA,PH_5 HS,PH_6 Hal,PH_6 F1,PH_6 IAA,PH_6 HS,PH_7 Hal,PH_7 F1,PH_7 IAA,PH_7 HS,PH_8 Hal,PH_8 F1,PH_8 IAA,PH_8 HS,PH_9 Hal,PH_9 F1,PH_9 IAA,PH_9 HS
gpt,222,0.3587281275828896,0.1403861536051794,0.4892086330935252,76,0.5550365193020832,0.3045556984821199,0.7004716981132075,110,0.2701080182149045,0.0040821505035286,0.9923076923076924,35,0.769906728847435,0.6101701026162523,0.524731182795699,5,0.6633341740226986,0.3839367311072057,0.7636363636363637,6,0.7850945432542901,0.5840000000000001,0.5668016194331984,161,0.449125064409275,0.2478080482478943,0.7374631268436578,98,0.6440712924227048,0.4846087257275557,0.4825870646766169,24,0.4706258426258426,0.1467153690507609,0.0987394957983193,23,0.4680067567567567,0.1448105507226164,0.90146750524109,2,0.6459239628482972,0.2720139707032267,0.28714859437751,0,0.6877733306914999,0.3560637331792289,0.41,0,0.6286144927536232,0.3113260379300429,0.666,1,0.6305344608572568,0.3090426115735327,0.6492985971943888,0,0.3809575580742902,0.0866972733889478,0.916,0,0.5905899868632316,0.2594587316547732,0.702,0,0.6003024533704822,0.1968233913906687,0.17,0,0.6268225507873542,0.248208304822271,0.176,0,0.5997553329023916,0.2116600971674764,0.13,0,0.5946860706860707,0.2133854041348164,0.106,0,0.7286080196399345,0.4124462098642834,0.46,0,0.7081592052807005,0.4227380446010816,0.564,0,0.6907861968737625,0.389522538372869,0.566,0,0.7825574835109081,0.463519313304721,0.248,0,0.6907861968737625,0.389522538372869,0.566,0,0.7825574835109081,0.463519313304721,0.248,0,0.7685645336853563,0.4144671651202595,0.152,0,0.7907628614916287,0.4837638675196372,0.248,0,0.7685645336853563,0.4144671651202595,0.152,0,0.7907628614916287,0.4837638675196372,0.248,131,0.2574725256399566,0.0178465063001145,0.975609756097561,15,0.3311004035658035,0.0312790390178621,0.977319587628866,5,0.3005358126721763,0.0035293575303101,0.997979797979798,4,0.3001279593054943,0.0035160107553163,0.997983870967742,2,0.2992131147540984,0.0,1.0,27,0.2836489208633093,0.0,1.0,36,0.5668673792791198,0.2281811962581498,0.2823275862068966,43,0.4604637381166961,0.140128807112819,0.0940919037199124,34,0.5474757053291537,0.2182058764449152,0.7532188841201717,41,0.4669377123078161,0.15037824241471476,0.8583877995642701
