Models,P2_1 Hal,P2_1 F1,P2_1 IAA,P2_2 Hal,P2_2 F1,P2_2 IAA,P2_3 Hal,P2_3 F1,P2_3 IAA,P2_4 Hal,P2_4 F1,P2_4 IAA,P2_5 Hal,P2_5 F1,P2_5 IAA
1,8,0.3934438640229303,0.0847112286465316,0,0.7104736501096296,0.4370474006018783,0,0.460899879949688,0.0988044742588224,0,0.6603848093312225,0.3180403121192147,0,0.4122169226823307,-0.0005544975617688408
