Models,P2_1 Hal,P2_1 F1,P2_1 IAA,P2_2 Hal,P2_2 F1,P2_2 IAA,P2_3 Hal,P2_3 F1,P2_3 IAA,P2_4 Hal,P2_4 F1,P2_4 IAA,P2_5 Hal,P2_5 F1,P2_5 IAA
1,8,0.6894246278767782,0.420704857270164,0,0.7382485614640477,0.4850083935288187,0,0.7561754862931658,0.5118414820966241,0,0.7516792942197792,0.4921023450779392,0,0.41246983413149474,0.0005362893874973906
